,location,total_sqft,bath,price,bhk
2819,Uttarahalli,1155.0,2.0,40.42,2.0
2820,Sarjapur  Road,1300.0,2.0,70.0,3.0
2821,Electronic City,1100.0,2.0,45.0,2.0
2822,Doddathoguru,1030.0,2.0,42.0,2.0
2823,Vittasandra,2105.0,2.0,70.2,2.0
2824,Bhoganhalli,1700.0,3.0,126.0,3.0
2825,Jakkur,1760.0,3.0,139.0,3.0
2826,Kadugodi,6200.0,9.0,200.0,9.0
2827,other,1400.0,2.0,67.0,2.0
2828,other,1200.0,2.0,53.0,2.0
2829,Bannerghatta Road,912.0,2.0,55.0,2.0
2830,Whitefield,1102.0,2.0,48.0,2.0
2831,other,1535.0,3.0,55.0,3.0
2832,Haralur Road,1243.0,2.0,46.0,2.0
2833,Jigani,918.0,2.0,63.2,2.0
2834,Begur Road,1500.0,2.0,70.0,3.0
2835,other,3000.0,3.0,250.0,3.0
2836,Kasavanhalli,1476.0,3.0,89.0,3.0
2837,Mysore Road,1200.0,2.0,65.0,2.0
2838,Vijayanagar,606.0,1.0,34.78,1.0
2839,other,1100.0,2.0,61.0,2.0
2840,Garudachar Palya,1295.0,2.0,59.5,3.0
2841,Neeladri Nagar,527.0,1.0,26.0,1.0
2842,OMBR Layout,1300.0,2.0,80.0,2.0
2844,other,1260.0,1.0,41.0,1.0
2845,Koramangala,1140.0,2.0,75.2,2.0
2846,other,1500.0,1.0,37.5,1.0
2847,Whitefield,2321.0,4.0,128.0,3.0
2848,Sarjapur  Road,1390.0,2.0,62.0,2.0
2849,Sarjapur  Road,1725.0,3.0,90.0,3.0
2850,Hebbal,3067.0,4.0,310.0,4.0
2851,Hennur Road,1186.0,2.0,63.0,3.0
2852,Kanakpura Road,1230.0,2.0,85.0,2.0
2853,other,600.0,1.0,17.0,1.0
2854,Yeshwanthpur,1313.0,3.0,96.0,3.0
2855,TC Palaya,900.0,2.0,55.0,2.0
2856,Ambalipura,1250.0,2.0,66.25,2.0
2858,Binny Pete,660.0,1.0,54.0,1.0
2861,Old Madras Road,1100.0,2.0,70.0,2.0
2865,Electronics City Phase 1,1015.0,2.0,56.0,2.0
2866,Gottigere,812.0,1.0,26.0,1.0
2867,other,1360.0,2.0,65.0,3.0
2868,Nehru Nagar,2167.0,3.0,170.0,3.0
2869,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2.0
2870,other,1165.0,2.0,75.0,2.0
2871,BTM 2nd Stage,1274.0,2.0,70.0,2.0
2872,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2.0
2874,Thubarahalli,1626.0,2.0,120.0,3.0
2875,Banashankari Stage V,1035.0,2.0,35.77,2.0
2876,other,1272.0,4.0,75.0,3.0
2877,other,965.0,2.0,45.0,2.0
2878,other,1600.0,5.0,140.0,5.0
2879,Kothannur,1070.0,2.0,42.79,2.0
2880,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3.0
2882,other,780.0,2.0,25.0,2.0
2883,other,1000.0,2.0,65.0,3.0
2885,Tindlu,7500.0,7.0,400.0,7.0
2886,5th Phase JP Nagar,1700.0,2.0,100.0,3.0
2887,Haralur Road,1850.0,3.0,110.0,3.0
2888,Kereguddadahalli,904.0,2.0,30.0,2.0
2889,other,1121.0,2.0,43.72,2.0
2890,7th Phase JP Nagar,1385.0,2.0,58.17,3.0
2891,Sahakara Nagar,1270.0,2.0,69.85,2.0
2892,Kanakpura Road,1450.0,3.0,56.0,3.0
2894,Mahadevpura,730.0,1.0,35.0,1.0
2895,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3.0
2896,Thanisandra,1111.0,2.0,50.0,2.0
2898,Varthur,977.0,2.0,36.0,2.0
2899,other,674.0,1.0,19.9,2.0
2901,Sarjapur,2540.0,4.0,115.0,4.0
2902,Jakkur,1290.0,2.0,100.0,2.0
2904,Abbigere,795.0,2.0,32.54,2.0
2905,Kanakpura Road,700.0,1.0,35.0,2.0
2908,other,1306.0,2.0,58.0,3.0
2909,other,2401.0,3.0,185.0,3.0
2910,Bommenahalli,1670.0,3.0,135.0,4.0
2912,Marsur,1200.0,3.0,90.0,3.0
2913,Dodda Nekkundi,1804.0,3.0,121.0,3.0
2915,Hoskote,1225.0,3.0,40.0,3.0
2916,Thanisandra,1185.5,2.0,58.68,2.0
2917,Bellandur,900.0,2.0,56.0,2.0
2918,Binny Pete,1350.0,2.0,91.0,2.0
2919,Kaggalipura,700.0,1.0,36.0,1.0
2920,Mysore Road,1005.0,2.0,35.175,2.0
2921,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
2922,Hennur Road,1680.0,3.0,99.27,3.0
2923,LB Shastri Nagar,1043.0,2.0,55.0,2.0
2924,Hoskote,1200.0,4.0,120.0,4.0
2925,Hebbal,1040.0,2.0,46.0,2.0
2926,Tindlu,1357.0,2.0,65.0,3.0
2928,other,1225.0,2.0,47.0,2.0
2930,Yelachenahalli,1130.0,2.0,40.0,2.0
2931,Basavangudi,2500.0,4.0,150.0,4.0
2932,Sultan Palaya,1700.0,3.0,120.0,3.0
2933,Doddathoguru,1549.0,3.0,65.0,3.0
2934,Yeshwanthpur,1400.0,2.0,100.0,2.0
2935,Dodda Nekkundi,1080.0,2.0,50.0,2.0
2938,Domlur,1800.0,3.0,150.0,3.0
2939,Haralur Road,1225.0,2.0,67.38,2.0
2940,other,890.0,1.0,75.0,1.0
2941,Abbigere,1005.0,2.0,39.59,2.0
2942,Whitefield,1320.0,2.0,95.0,2.0
2943,Anandapura,1475.0,2.0,50.0,4.0
2944,Kudlu Gate,1707.0,2.0,99.745,3.0
2945,other,1110.0,2.0,51.0,2.0
2946,other,1300.0,2.0,54.0,2.0
2948,Electronic City,1128.0,2.0,65.35,2.0
2949,Jakkur,1452.19,2.0,100.0,2.0
2951,Banashankari,2600.0,4.0,135.0,3.0
2953,Sanjay nagar,630.0,1.0,35.0,2.0
2954,Hosa Road,1243.0,2.0,48.5,2.0
2955,other,960.0,2.0,32.0,2.0
2956,other,1690.0,3.0,100.0,3.0
2957,Whitefield,735.0,2.0,35.0,2.0
2958,Banaswadi,1365.0,2.0,73.0,2.0
2959,Rajaji Nagar,2849.0,5.0,300.0,5.0
2960,Hebbal,1420.0,2.0,99.39,2.0
2961,Somasundara Palya,1570.0,3.0,68.0,3.0
2962,Bisuvanahalli,850.0,1.0,32.0,2.0
2963,7th Phase JP Nagar,1575.0,2.0,110.0,3.0
2964,Thigalarapalya,1418.0,2.0,104.0,2.0
2965,Uttarahalli,1050.0,2.0,42.0,2.0
2966,Hennur Road,1065.0,2.0,42.6,2.0
2967,Ulsoor,1340.0,3.0,90.0,3.0
2968,Yelahanka New Town,1610.0,3.0,92.0,3.0
2969,Electronic City Phase II,1160.0,2.0,33.5,2.0
2970,Kudlu,1092.0,2.0,44.0,2.0
2971,Parappana Agrahara,1194.0,2.0,47.0,2.0
2972,Yelahanka,1455.0,3.0,61.5,3.0
2973,Abbigere,734.0,1.0,19.82,1.0
2974,other,799.0,2.0,38.0,2.0
2975,Whitefield,1896.0,3.0,75.0,3.0
2976,Ardendale,1100.0,2.0,48.0,2.0
2977,Bellandur,1350.0,2.0,79.0,2.0
2978,other,1355.0,3.0,61.0,3.0
2979,Electronic City,1128.0,2.0,65.0,2.0
2980,other,1350.0,2.0,90.0,2.0
2982,Kasavanhalli,1493.0,3.0,82.0,3.0
2983,8th Phase JP Nagar,1098.0,2.0,43.91,2.0
2984,Banashankari,1900.0,2.0,170.0,3.0
2985,other,1460.0,3.0,88.0,3.0
2987,Horamavu Banaswadi,1600.0,5.0,140.0,5.0
2988,Varthur,1091.0,2.0,32.0,2.0
2989,Yelahanka,1180.0,2.0,42.0,2.0
2990,Kanakpura Road,1366.0,3.0,76.85,2.0
2991,other,1685.0,3.0,95.0,3.0
2992,Koramangala,1260.0,2.0,100.0,2.0
2993,Whitefield,3010.0,3.0,200.0,3.0
2996,Whitefield,1346.0,2.0,96.17,2.0
2997,Chandapura,630.0,1.0,13.86,1.0
2998,Sarjapur  Road,1476.0,2.0,98.94,3.0
2999,7th Phase JP Nagar,1850.0,3.0,140.0,3.0
3001,Electronic City,755.0,1.0,34.0,2.0
3003,Parappana Agrahara,1194.0,2.0,46.0,2.0
3004,Whitefield,3850.0,5.0,316.0,3.0
3005,Hebbal,4235.0,4.0,365.0,4.0
3006,other,800.0,1.0,52.0,1.0
3007,Rachenahalli,2250.0,3.0,195.0,3.0
3008,Vijayanagar,1352.0,2.0,68.0,2.0
3009,Thanisandra,2002.0,3.0,112.0,3.0
3010,other,4000.0,5.0,280.0,4.0
3011,Kaval Byrasandra,1060.0,2.0,45.0,2.0
3012,Kanakpura Road,1419.59,2.0,59.0,3.0
3013,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2.0
3014,Electronic City,1220.0,2.0,35.24,3.0
3015,Electronics City Phase 1,1595.0,3.0,75.0,3.0
3016,Banashankari,1260.0,2.0,75.0,2.0
3017,Hebbal,1100.0,2.0,47.0,2.0
3019,ISRO Layout,1180.0,2.0,52.0,2.0
3020,Electronic City,4000.0,5.0,150.0,4.0
3021,Akshaya Nagar,1662.0,3.0,85.0,3.0
3022,Hennur,1285.0,2.0,60.0,2.0
3024,Ambedkar Nagar,1862.0,3.0,119.0,3.0
3025,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2.0
3026,Whitefield,1410.0,3.0,43.71,3.0
3027,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3.0
3029,Thanisandra,1634.0,3.0,78.0,3.0
3031,Whitefield,1150.0,2.0,44.0,3.0
3032,other,1100.0,2.0,53.0,2.0
3033,Yelahanka,1616.0,3.0,65.0,3.0
3034,Nagavarapalya,1392.0,2.0,99.0,2.0
3035,Jakkur,1798.0,3.0,120.0,3.0
3036,Babusapalaya,1675.0,3.0,75.0,3.0
3038,other,2000.0,4.0,103.0,5.0
3040,Hebbal,1700.0,3.0,124.0,3.0
3041,Hulimavu,1248.0,2.0,69.0,2.0
3042,other,1147.0,2.0,54.0,2.0
3043,Sultan Palaya,1100.0,2.0,40.0,2.0
3044,Vijayanagar,1527.0,3.0,115.0,3.0
3045,other,2400.0,5.0,235.0,5.0
3046,Kanakpura Road,525.0,1.0,25.0,1.0
3047,Kaggadasapura,1100.0,2.0,58.0,2.0
3048,Seegehalli,1118.0,2.0,37.5,2.0
3049,Kanakapura,1476.0,3.0,75.0,3.0
3050,other,2100.0,3.0,75.0,3.0
3051,other,1215.0,2.0,46.5,3.0
3052,Ambalipura,1332.0,2.0,79.0,2.0
3053,Hennur Road,1350.0,2.0,49.0,2.0
3055,Haralur Road,1243.0,2.0,46.0,2.0
3056,NGR Layout,1105.0,2.0,49.73,2.0
3058,Kasavanhalli,1200.0,2.0,50.0,2.0
3059,Ramagondanahalli,1251.0,2.0,47.4,2.0
3060,Kambipura,883.0,2.0,45.0,2.0
3061,Pai Layout,1400.0,2.0,67.0,3.0
3063,Hegde Nagar,1703.0,3.0,113.0,3.0
3064,NRI Layout,2500.0,5.0,130.0,5.0
3065,Varthur,1250.0,3.0,71.0,3.0
3066,Jigani,933.0,2.0,43.0,2.0
3067,other,461.82,1.0,31.7,1.0
3068,Brookefield,1262.0,2.0,75.0,2.0
3069,Yelahanka,915.0,2.0,48.0,2.0
3070,Panathur,1370.0,2.0,61.5,3.0
3071,Malleshpalya,1210.0,2.0,55.0,2.0
3073,other,1500.0,2.0,85.0,3.0
3074,other,1065.0,2.0,50.0,2.0
3076,Ramamurthy Nagar,1515.0,3.0,65.0,3.0
3077,Sarjapura - Attibele Road,1800.0,4.0,110.0,4.0
3078,Thanisandra,1445.0,2.0,40.31,3.0
3079,Uttarahalli,1300.0,2.0,55.0,3.0
3080,Vijayanagar,989.0,2.0,60.0,2.0
3081,Jakkur,1300.0,2.0,85.0,2.0
3082,Chandapura,1185.0,2.0,30.22,3.0
3084,Marathahalli,1045.0,2.0,60.0,2.0
3085,other,1205.0,2.0,42.18,2.0
3086,other,1260.0,2.0,75.0,2.0
3088,Ulsoor,1500.0,2.0,125.0,3.0
3089,Bommanahalli,1250.0,2.0,42.5,3.0
3090,other,1199.0,2.0,50.0,2.0
3091,Hennur Road,1385.0,2.0,83.09,2.0
3093,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
3094,Sarjapur  Road,2180.0,3.0,170.0,3.0
3096,other,12000.0,12.0,525.0,10.0
3098,Hulimavu,1818.0,3.0,135.0,3.0
3099,other,1070.0,2.0,33.0,2.0
3101,Nagarbhavi,1350.0,2.0,54.6,3.0
3102,Chandapura,630.0,1.0,27.0,2.0
3103,Hoodi,1430.0,2.0,113.0,2.0
3104,Nagavara,2430.0,4.0,180.0,3.0
3106,Sarjapur  Road,1084.0,2.0,55.0,2.0
3107,Hennur Road,1186.0,2.0,56.0,3.0
3108,Kengeri,1255.0,2.0,50.0,2.0
3109,Haralur Road,3400.0,5.0,240.0,4.0
3110,Hosa Road,1541.0,3.0,69.84,3.0
3111,Iblur Village,3596.0,5.0,282.0,4.0
3112,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2.0
3114,other,2820.0,3.0,285.0,3.0
3115,7th Phase JP Nagar,1370.0,2.0,54.79,3.0
3116,Electronic City,1100.0,2.0,40.0,2.0
3117,Hebbal,4772.0,6.0,510.0,4.0
3119,7th Phase JP Nagar,1370.0,2.0,54.79,3.0
3120,JP Nagar,1200.0,2.0,62.0,2.0
3121,Gunjur,2000.0,3.0,95.0,4.0
3122,9th Phase JP Nagar,3500.0,4.0,300.0,4.0
3124,Kengeri,2400.0,5.0,253.0,4.0
3125,Sarjapur  Road,1220.0,3.0,62.0,3.0
3126,other,1950.0,3.0,130.0,3.0
3127,Somasundara Palya,1178.0,2.0,73.0,2.0
3128,Dasanapura,1286.0,3.0,61.44,3.0
3129,Begur Road,1160.0,2.0,42.0,2.0
3130,Jigani,918.0,2.0,55.0,2.0
3131,Electronic City,1563.0,3.0,91.84,3.0
3132,other,1326.0,2.0,62.17,2.0
3134,Hebbal,3960.0,5.0,386.0,4.0
3135,Begur Road,1240.0,2.0,39.06,2.0
3136,Kaggadasapura,1325.0,2.0,50.0,2.0
3137,Sonnenahalli,1100.0,2.0,44.0,2.0
3139,Gollarapalya Hosahalli,1605.0,3.0,50.0,3.0
3140,Hennur Road,5600.0,5.0,515.0,5.0
3141,Somasundara Palya,1260.0,2.0,60.0,2.0
3142,Hoodi,1553.0,3.0,83.09,3.0
3143,Whitefield,1280.0,2.0,52.0,2.0
3144,Hebbal,1550.0,2.0,75.0,3.0
3145,Arekere,1445.0,2.0,125.0,3.0
3146,Murugeshpalya,1550.0,3.0,74.0,3.0
3147,Electronics City Phase 1,1515.0,2.0,80.91,3.0
3148,Hosa Road,1332.0,2.0,86.12,3.0
3149,Electronic City,1652.0,3.0,70.0,3.0
3150,Hegde Nagar,1570.0,3.0,105.0,3.0
3152,Sector 2 HSR Layout,794.0,1.0,60.0,1.0
3153,Seegehalli,1200.0,2.0,62.0,3.0
3158,HRBR Layout,2800.0,3.0,250.0,3.0
3159,Sarjapur  Road,1750.0,3.0,110.0,3.0
3160,Hebbal,1053.0,2.0,48.0,2.0
3161,Kanakpura Road,1100.0,3.0,53.0,3.0
3162,Kadubeesanahalli,1665.0,3.0,70.0,3.0
3163,other,4051.0,4.0,345.0,4.0
3165,Bommasandra,1447.0,3.0,80.0,3.0
3166,Balagere,1012.0,2.0,75.0,2.0
3167,Malleshpalya,1900.0,3.0,60.0,3.0
3168,Narayanapura,1308.0,2.0,92.66,2.0
3169,Green Glen Layout,3250.0,4.0,230.0,4.0
3170,Hormavu,1351.0,2.0,53.0,1.0
3171,Electronic City,1000.0,2.0,22.0,2.0
3173,Gunjur,1140.0,2.0,49.11,2.0
3174,Jakkur,3181.0,4.0,260.5,4.0
3175,Uttarahalli,1250.0,2.0,55.0,3.0
3176,Kanakapura,1290.0,3.0,45.15,3.0
3177,Ambedkar Nagar,1424.0,2.0,90.0,2.0
3178,Garudachar Palya,1320.0,2.0,60.6,3.0
3179,Akshaya Nagar,1662.0,3.0,85.5,3.0
3181,Begur Road,1200.0,2.0,45.0,2.0
3183,Garudachar Palya,1295.0,2.0,59.5,3.0
3184,Battarahalli,1777.0,3.0,100.0,3.0
3185,Kadugodi,1900.0,3.0,108.0,3.0
3186,Anandapura,1576.0,3.0,59.1,3.0
3187,Sompura,1020.0,2.0,41.0,2.0
3188,other,2100.0,3.0,170.0,3.0
3189,Raja Rajeshwari Nagar,648.0,1.0,31.75,1.0
3190,Neeladri Nagar,1167.0,2.0,38.0,3.0
3192,Hoodi,1220.0,2.0,50.89,2.0
3194,Vittasandra,1259.0,2.0,67.4,2.0
3195,Gottigere,2000.0,4.0,82.0,4.0
3196,8th Phase JP Nagar,1800.0,3.0,80.0,3.0
3197,other,1991.0,3.0,160.0,3.0
3198,Bannerghatta,1665.0,3.0,110.0,3.0
3199,other,1234.0,2.0,61.0,2.0
3200,Mysore Road,1340.0,2.0,64.31,3.0
3201,Banashankari,1170.0,2.0,46.79,2.0
3202,Electronics City Phase 1,995.0,2.0,46.0,2.0
3203,Old Airport Road,1075.0,2.0,60.0,2.0
3204,Electronic City,1025.0,2.0,54.5,2.0
3205,Rachenahalli,2721.0,3.0,113.0,3.0
3206,Thanisandra,2000.0,3.0,99.0,3.0
3207,Whitefield,2500.0,4.0,155.0,4.0
3208,Mallasandra,1325.0,2.0,70.0,2.0
3209,Kadugodi,1314.0,2.0,68.2,2.0
3210,Kanakpura Road,2265.0,3.0,136.0,3.0
3211,7th Phase JP Nagar,4800.0,7.0,170.0,7.0
3212,Yelahanka,1026.0,2.0,41.0,2.0
3213,other,1200.0,3.0,66.0,3.0
3214,other,2220.0,4.0,65.0,3.0
3215,KR Puram,1192.5,2.0,51.22,2.0
3216,Hebbal,1420.0,2.0,99.39,2.0
3217,Sarjapur  Road,1888.0,4.0,95.0,3.0
3218,JP Nagar,1300.0,2.0,90.87,2.0
3219,Rajaji Nagar,1216.0,2.0,97.16,2.0
3221,Begur,1559.0,3.0,63.0,3.0
3222,Harlur,1290.0,2.0,87.0,2.0
3223,other,2400.0,6.0,245.0,6.0
3224,Whitefield,905.0,1.0,55.0,1.0
3225,other,1069.0,2.0,55.0,2.0
3226,Sarjapura - Attibele Road,829.0,2.0,22.8,2.0
3229,Sarjapur  Road,1300.0,3.0,60.0,3.0
3230,Channasandra,1115.0,2.0,33.45,2.0
3232,Ambedkar Nagar,2150.0,4.0,125.0,3.0
3233,Marathahalli,1305.0,2.0,69.0,3.0
3234,Kanakpura Road,1252.0,2.0,56.32,2.0
3235,Hosakerehalli,2400.0,5.0,250.0,5.0
3236,Whitefield,1200.0,2.0,46.13,2.0
3237,Koramangala,1750.0,3.0,130.0,3.0
3239,other,1375.0,2.0,105.0,2.0
3240,Subramanyapura,1313.0,2.0,66.5,2.0
3241,Attibele,3640.0,4.0,275.0,4.0
3242,other,1693.0,3.0,108.0,3.0
3243,other,1160.0,2.0,41.75,2.0
3245,Subramanyapura,1255.0,2.0,79.0,3.0
3247,other,900.0,2.0,45.0,2.0
3248,Yelahanka New Town,1700.0,3.0,90.0,3.0
3249,Indira Nagar,1875.0,3.0,180.0,3.0
3250,Uttarahalli,1700.0,3.0,88.0,3.0
3251,Harlur,1749.0,3.0,115.0,3.0
3252,Dasanapura,1500.0,3.0,65.0,2.0
3253,other,1175.0,2.0,48.0,2.0
3254,Akshaya Nagar,1280.0,2.0,60.0,2.0
3255,other,1200.0,2.0,50.0,2.0
3256,Ramagondanahalli,1610.0,2.0,115.0,3.0
3257,Electronic City,1070.0,2.0,46.0,2.0
3258,TC Palaya,1200.0,2.0,66.0,2.0
3259,9th Phase JP Nagar,1127.0,2.0,50.0,2.0
3261,other,600.0,2.0,23.0,2.0
3262,Thigalarapalya,4190.0,4.0,380.0,4.0
3263,other,1364.0,2.0,70.0,2.0
3264,Whitefield,2268.0,3.0,146.0,4.0
3265,other,1150.0,2.0,77.5,3.0
3266,other,1146.0,2.0,39.5,2.0
3267,Magadi Road,1345.0,2.0,55.0,2.0
3268,other,1110.0,2.0,41.0,2.0
3269,Kengeri,750.0,2.0,36.0,2.0
3270,other,1156.0,2.0,49.5,2.0
3271,Pattandur Agrahara,1247.0,2.0,59.8,2.0
3272,other,1058.0,2.0,60.0,2.0
3273,Kaggalipura,950.0,2.0,48.0,2.0
3276,Vijayanagar,1520.0,2.0,103.0,3.0
3277,Marathahalli,1215.0,2.0,58.86,2.0
3278,other,900.0,1.0,30.0,1.0
3279,Hennur Road,2350.0,3.0,174.0,3.0
3280,Thanisandra,1050.0,2.0,46.0,2.0
3281,other,1672.0,3.0,150.0,3.0
3282,Laggere,2800.0,5.0,125.0,5.0
3283,other,1500.0,2.0,65.0,3.0
3284,other,1400.0,2.0,65.0,2.0
3286,8th Phase JP Nagar,2700.0,4.0,130.0,4.0
3287,Bommasandra,920.0,2.0,37.46,2.0
3288,Sarjapur  Road,1200.0,3.0,70.0,3.0
3290,Hosakerehalli,1817.0,4.0,153.0,3.0
3292,HSR Layout,1140.0,2.0,46.0,2.0
3293,Yelahanka,4346.0,4.0,450.0,4.0
3294,Haralur Road,1464.0,2.0,56.0,2.0
3296,Electronics City Phase 1,1555.0,2.0,82.0,3.0
3298,Whitefield,1150.0,2.0,55.0,2.0
3299,Kadubeesanahalli,970.0,2.0,35.0,2.0
3300,Banashankari,2500.0,4.0,95.0,4.0
3301,other,1166.0,2.0,53.0,2.0
3303,Electronic City,1350.0,3.0,58.0,3.0
3304,other,900.0,2.0,46.0,2.0
3305,7th Phase JP Nagar,1300.0,2.0,52.0,3.0
3306,other,1190.0,3.0,55.0,3.0
3307,Kodichikkanahalli,1495.0,2.0,75.0,3.0
3309,Banashankari Stage III,1350.0,2.0,68.0,3.0
3310,Green Glen Layout,940.0,2.0,56.8,2.0
3311,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2.0
3312,Kaikondrahalli,1300.0,2.0,61.0,2.0
3313,other,1480.0,2.0,145.0,3.0
3314,Hoodi,1105.0,2.0,46.37,2.0
3315,Sarjapur  Road,2600.0,3.0,200.0,3.0
3316,Yelahanka,1517.0,3.0,76.3,3.0
3317,Horamavu Banaswadi,3800.0,8.0,200.0,6.0
3318,Jalahalli,1615.0,3.0,89.75,3.0
3319,other,1500.0,3.0,65.0,3.0
3320,Mysore Road,1082.0,3.0,50.5,3.0
3321,Marathahalli,1365.0,2.0,73.0,2.0
3322,Electronic City,1000.0,2.0,25.0,2.0
3323,CV Raman Nagar,1392.0,2.0,98.0,2.0
3324,Kodigehalli,1086.0,2.0,33.66,2.0
3325,Hennur Road,1586.0,3.0,93.94,3.0
3326,Hennur,1100.0,2.0,60.0,2.0
3327,Electronic City Phase II,1065.0,2.0,30.75,2.0
3328,TC Palaya,1500.0,2.0,120.0,3.0
3329,7th Phase JP Nagar,1575.0,2.0,120.0,3.0
3330,Hennur Road,1975.0,3.0,123.0,3.0
3331,other,820.0,2.0,24.0,2.0
3332,Gubbalala,1745.0,3.0,110.0,3.0
3333,Nagarbhavi,1223.0,2.0,60.0,2.0
3334,Ananth Nagar,1200.0,2.0,65.0,3.0
3335,Basaveshwara Nagar,1200.0,2.0,90.0,2.0
3336,Binny Pete,665.0,1.0,46.08,1.0
3337,Bharathi Nagar,1351.0,2.0,70.0,2.0
3338,Hebbal,1355.0,3.0,83.87,3.0
3339,Sector 7 HSR Layout,3900.0,3.0,300.0,3.0
3340,Thanisandra,1588.0,3.0,75.55,3.0
3341,Amruthahalli,900.0,2.0,60.0,2.0
3343,Harlur,3385.0,4.0,260.0,4.0
3344,Panathur,1370.0,2.0,75.0,3.0
3345,Whitefield,1500.0,3.0,71.8,3.0
3347,Kanakpura Road,1100.0,3.0,53.0,3.0
3348,Hoodi,1247.0,2.0,53.0,2.0
3349,other,2000.0,3.0,200.0,3.0
3350,Balagere,1020.07,2.0,68.38,2.0
3351,other,1033.0,2.0,32.0,3.0
3352,other,1460.0,2.0,73.0,3.0
3353,Garudachar Palya,1150.0,2.0,52.8,2.0
3354,Sarjapur  Road,5965.0,5.0,385.0,5.0
3355,Babusapalaya,1141.0,2.0,46.0,2.0
3356,Yelahanka,2912.5,6.0,125.5,4.0
3357,Doddaballapur,4200.0,4.0,325.0,4.0
3358,Hosa Road,1665.0,2.0,125.0,3.0
3359,Kanakapura,1295.0,2.0,64.0,2.0
3360,Haralur Road,1230.0,2.0,78.0,2.0
3361,other,1080.0,2.0,75.0,3.0
3362,Kaggalipura,1000.0,2.0,60.0,2.0
3363,Kaval Byrasandra,2400.0,2.0,50.0,3.0
3364,Whitefield,630.5,1.0,32.79,1.0
3365,Rayasandra,1708.0,3.0,75.0,3.0
3366,Thanisandra,1697.0,3.0,115.0,3.0
3367,Whitefield,3537.0,5.0,210.0,4.0
3368,Hosa Road,615.0,1.0,28.29,1.0
3369,Banashankari,1350.0,2.0,83.0,3.0
3370,Kanakpura Road,1530.0,2.0,66.4,3.0
3371,Jalahalli,1083.0,2.0,32.49,2.0
3372,Gottigere,1460.0,2.0,65.0,3.0
3373,Babusapalaya,1084.0,2.0,58.0,2.0
3374,Bommasandra,1035.0,2.0,41.43,2.0
3375,other,2400.0,2.0,150.0,3.0
3376,Hosur Road,460.0,1.0,21.0,1.0
3378,Whitefield,1285.0,2.0,55.9,2.0
3380,Sarjapur,1200.0,3.0,78.0,3.0
3381,other,1070.0,2.0,35.0,2.0
3382,Hegde Nagar,1801.0,3.0,140.0,3.0
3383,Whitefield,1697.0,3.0,115.0,3.0
3384,AECS Layout,1199.0,2.0,65.0,2.0
3385,Iblur Village,2300.0,3.0,220.0,3.0
3386,Mysore Road,1340.0,2.0,64.31,3.0
3387,Marathahalli,3800.0,4.0,205.0,4.0
3389,other,1125.0,2.0,75.0,2.0
3390,Anandapura,1200.0,2.0,67.0,2.0
3391,Subramanyapura,1050.0,2.0,41.0,2.0
3392,Nagarbhavi,956.0,2.0,49.0,2.0
3393,Sarjapur,1000.0,2.0,30.0,2.0
3394,other,1596.0,3.0,95.0,3.0
3396,Kanakpura Road,1296.0,2.0,89.06,2.0
3398,other,1639.0,3.0,123.0,3.0
3399,Electronic City Phase II,1219.0,2.0,61.25,2.0
3400,Uttarahalli,1200.0,3.0,50.0,3.0
3401,Bannerghatta Road,1218.0,2.0,73.0,2.0
3402,other,920.0,2.0,37.0,2.0
3403,Yeshwanthpur,2559.0,3.0,141.0,3.0
3404,2nd Phase Judicial Layout,525.0,1.0,26.0,1.0
3405,Bannerghatta Road,1427.0,2.0,48.51,3.0
3406,Kothannur,1270.0,3.0,45.0,3.0
3407,Ramagondanahalli,920.0,2.0,65.0,2.0
3408,Dommasandra,2700.0,3.0,68.0,4.0
3410,Ramamurthy Nagar,1355.0,2.0,40.0,3.0
3411,Lingadheeranahalli,1530.0,2.0,90.0,3.0
3412,other,1372.0,2.0,90.0,3.0
3413,Nehru Nagar,2363.0,5.0,120.0,4.0
3414,Marathahalli,3895.0,4.0,220.0,4.0
3415,Jakkur,1950.0,3.0,131.0,3.0
3416,other,885.0,2.0,40.0,2.0
3417,Yelahanka,600.0,2.0,27.0,2.0
3420,Kanakpura Road,1339.0,2.0,62.0,2.0
3421,Whitefield,1130.0,2.0,36.0,2.0
3422,Uttarahalli,1085.0,2.0,43.0,2.0
3423,Yeshwanthpur,1430.0,3.0,72.0,3.0
3424,Bhoganhalli,1451.5,4.0,121.0,4.0
3426,other,1490.0,2.0,59.6,3.0
3427,other,1650.0,4.0,99.0,4.0
3428,Bellandur,1286.0,2.0,57.0,2.0
3429,other,925.0,2.0,63.0,2.0
3430,Bellandur,3016.0,4.0,230.0,4.0
3431,Haralur Road,1000.0,2.0,44.0,2.0
3432,Whitefield,1215.0,2.0,39.0,2.0
3433,other,1200.0,3.0,95.0,4.0
